region,zone,dealer,source,type,model,grade,color,booking_date,invoice_date,delivery_date,payment_type, sales amount 
Region 6,Zone 12,13141,TestDrive,Car,CLK Coupe,HAA,WHITE,29/6/2022,,,Installment,
Region 4,Zone 07,11126,e-Quotation,Passenger,SL-Class,BAD,WHITE,5/7/2022,,,Installment,
Region 1,Zone 02,10116,TestDrive,Car,CL500,HAB,WHITE,14/6/2022,27/8/2022,27/8/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14131,Chat,Passenger,SL-Class,BAA,BLACK,14/7/2022,9/9/2022,10/9/2022,Installment,"4,100,000.00"
Region 2,Zone 03,20107,Website,Passenger,SL-Class,BAA,GREY,11/6/2022,23/7/2022,23/7/2022,Installment,"4,100,000.00"
Region 2,Zone 03,20107,Website,Car,CL500,HAB,WHITE,14/6/2022,27/8/2022,27/8/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAA,WHITE,11/6/2022,18/8/2022,18/8/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10118,Line,Car,CLK Coupe,HAB,WHITE,18/6/2022,,,Cash,
Region 4,Zone 08,16103,TestDrive,Car,CL500,HAC,WHITE,19/8/2022,31/8/2022,13/9/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10,Website,Car,CL500,HAB,WHITE,11/6/2022,,,Installment,
Region 2,Zone 03,10,Website,Car,CL500,HAB,WHITE,11/6/2022,,,Cash,
Region 3,Zone 05,10137,Chat,Car,CLK Coupe,TAA,RED,16/6/2022,28/6/2022,28/6/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10,Website,Car,CL500,HAB,WHITE,11/6/2022,,,Cash,
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAB,WHITE,11/6/2022,,,Cash,
Region 3,Zone 05,10167,Chat,Car,CLK Coupe,HAB,BLACK,28/7/2022,,,Cash,
Region 2,Zone 04,10160,Line,Passenger,SL-Class,BAA,GREY,28/6/2022,12/9/2022,14/9/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10,Website,Car,CL500,HAC,WHITE,12/6/2022,,,Installment,
Region 5,Zone 10,12128,Website,Passenger,SL-Class,BAD,WHITE,2/7/2022,,,Cash,
Region 5,Zone 09,12126,Chat,Passenger,SL-Class,BAD,WHITE,2/7/2022,,,Installment,
Region 5,Zone 09,12111,Chat,Passenger,SL-Class,BAD,WHITE,2/7/2022,,,Installment,
Region 5,Zone 10,12128,Chat,Passenger,SL-Class,BAD,WHITE,2/7/2022,,,Installment,
Region 3,Zone 06,14103,TestDrive,Car,CL500,HAC,BLACK,18/6/2022,26/7/2022,26/7/2022,Cash,"5,000,000.00"
Region 3,Zone 05,20104,Website,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10111,Chat,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10,Website,Car,CL500,HAC,GREY,12/6/2022,,,Cash,
Region 5,Zone 10,12131,Chat,Passenger,SL-Class,BAC,BLACK,10/7/2022,25/9/2022,25/9/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10111,Chat,Passenger,SL-Class,BAC,GREY,14/6/2022,9/8/2022,10/8/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14108,Chat,Car,CL500,HAC,RED-BLACK,27/7/2022,,,Installment,
Region 6,Zone 11,14115,Chat,Car,CL500,HAC,RED-BLACK,27/7/2022,,,Installment,
Region 4,Zone 07,11112,Chat,Car,CLK Coupe,HAA,WHITE,22/8/2022,,,Installment,
Region 2,Zone 03,10136,Chat,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Installment,"4,100,000.00"
Region 3,Zone 05,16135,Chat,Car,CL500,HAC,WHITE,31/7/2022,,,Cash,
Region 3,Zone 05,10146,Chat,Car,CL500,HAC,WHITE,31/7/2022,,,Installment,
Region 2,Zone 03,10,Chat,Car,CL500,HAC,WHITE,31/7/2022,,,Installment,
Region 2,Zone 03,20107,Website,Car,CL500,HAC,GREY,13/6/2022,10/8/2022,10/8/2022,Cash,"5,000,000.00"
Region 3,Zone 05,10137,Chat,Car,CL500,HAC,BLACK,14/7/2022,,,Cash,
Region 5,Zone 10,12144,Website,Passenger,SL-Class,BAD,BLACK,5/10/2022,,,Installment,
Region 2,Zone 03,20107,Website,Car,CL500,HAB,WHITE,13/6/2022,,,Installment,
Region 1,Zone 01,16133,Chat,Passenger,SL-Class,BAC,GREY,13/6/2022,30/7/2022,30/7/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10122,e-Quotation,Passenger,SL-Class,BAA,WHITE,27/8/2022,,,Installment,
Region 3,Zone 05,16117,TestDrive,Car,CLK Coupe,HAB,WHITE,30/7/2022,24/10/2022,24/10/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10102,Chat,Car,CLK Coupe,HAA,SILVER,15/6/2022,19/8/2022,19/8/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10,Website,Car,CLK Coupe,HAA,GREY,29/7/2022,,,Cash,
Region 3,Zone 05,10137,Chat,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Cash,"4,100,000.00"
Region 2,Zone 03,20107,Chat,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10127,Chat,Car,CLK Coupe,HAA,BLACK,16/6/2022,30/7/2022,6/8/2022,Installment,"5,500,000.00"
Region 1,Zone 02,20109,Website,Passenger,SL-Class,BAC,BLACK,1/8/2022,27/10/2022,27/10/2022,Installment,"4,100,000.00"
Region 1,Zone 01,10129,Line,Passenger,SL-Class,BAA,BLACK,22/6/2022,27/6/2022,27/6/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAB,GREY,13/6/2022,31/8/2022,31/8/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13101,Line,Car,CLK Coupe,HAB,RED,24/8/2022,31/8/2022,31/8/2022,Installment,"5,500,000.00"
Region 4,Zone 07,11136,Website,Car,CLK Coupe,HAA,BLACK,18/7/2022,,,Cash,
Region 3,Zone 05,10102,Website,Car,CLK Coupe,HAB,BLACK,27/7/2022,21/10/2022,25/10/2022,Cash,"5,500,000.00"
Region 2,Zone 04,10161,Line,Car,CL500,HAC,WHITE,21/6/2022,,,Installment,
Region 1,Zone 02,10140,Chat,Car,CLK Coupe,TAB,BLACK,1/10/2022,,,Cash,
Region 3,Zone 05,20101,Chat,Passenger,SL-Class,BAB,GREY,1/7/2022,10/10/2022,12/10/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10136,Chat,Passenger,SL-Class,BAC,GREY,24/6/2022,19/9/2022,19/9/2022,Cash,"4,100,000.00"
Region 6,Zone 12,13131,Chat,Passenger,SL-Class,BAA,BLUE,17/6/2022,,,Cash,
Region 6,Zone 12,13141,TestDrive,Car,CLK Coupe,HAA,WHITE,29/6/2022,,,Installment,
Region 5,Zone 10,12136,Chat,Passenger,SL-Class,BAD,BLACK,8/10/2022,25/10/2022,25/10/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10106,e-Quotation,Car,CL500,HAC,GREY,10/8/2022,,,Installment,
Region 2,Zone 03,20107,Website,Car,CL500,HAB,WHITE,14/6/2022,30/7/2022,5/8/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10,Website,Car,CLK Coupe,HAA,BLACK,27/7/2022,,,Installment,
Region 4,Zone 07,11113,Chat,Passenger,SL-Class,BAC,SILVER,26/9/2022,,,Cash,
Region 1,Zone 01,16123,Chat,Car,CLK Coupe,TAC,WHITE,1/7/2022,7/7/2022,7/7/2022,Cash,"5,500,000.00"
Region 1,Zone 01,16133,Chat,Car,CLK Coupe,HAB,WHITE,2/7/2022,,,Installment,
Region 2,Zone 03,20107,Chat,Car,CLK Coupe,HAB,GREY,17/6/2022,17/8/2022,19/8/2022,Installment,"5,500,000.00"
Region 5,Zone 09,12103,Website,Passenger,SL-Class,BAB,WHITE,8/8/2022,13/8/2022,13/8/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14130,TestDrive,Car,CLK Coupe,TAC,WHITE,15/6/2022,28/6/2022,29/6/2022,Cash,"5,500,000.00"
Region 6,Zone 12,13121,e-Quotation,Car,CL500,HAC,WHITE,13/9/2022,,,Cash,
Region 3,Zone 05,10146,Chat,Passenger,SL-Class,BAB,GREY,30/6/2022,29/9/2022,30/9/2022,Installment,"4,100,000.00"
Region 3,Zone 05,20112,TestDrive,Car,CL500,HAC,WHITE,31/7/2022,,,Installment,
Region 3,Zone 06,10149,TestDrive,Car,CLK Coupe,HAA,WHITE,5/9/2022,,,Cash,
Region 6,Zone 11,14131,TestDrive,Passenger,SL-Class,BAD,WHITE,19/7/2022,,,Installment,
Region 3,Zone 05,20112,Chat,Passenger,SL-Class,BAA,GREY,16/6/2022,,,Installment,
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAB,WHITE,15/6/2022,31/8/2022,31/8/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10122,TestDrive,Car,CLK Coupe,HAB,GREY,15/6/2022,8/8/2022,8/8/2022,Installment,"5,500,000.00"
Region 6,Zone 13,13140,Chat,Car,CLK Coupe,HAB,WHITE,24/6/2022,4/11/2022,4/11/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10122,TestDrive,Car,CLK Coupe,HAB,WHITE,4/9/2022,14/10/2022,14/10/2022,Cash,"5,500,000.00"
Region 3,Zone 05,10152,e-Quotation,Car,CLK Coupe,HAB,WHITE,16/6/2022,28/10/2022,28/10/2022,Cash,"5,500,000.00"
Region 6,Zone 11,14115,TestDrive,Car,CL500,HAC,RED-BLACK,27/7/2022,,,Installment,
Region 2,Zone 03,10122,TestDrive,Car,CLK Coupe,HAB,BLACK,15/6/2022,,,Cash,
Region 3,Zone 06,10132,Website,Car,CL500,HAC,RED-BLACK,26/6/2022,,,Installment,
Region 3,Zone 06,14103,e-Quotation,Car,CL500,HAC,RED-BLACK,26/6/2022,,,Cash,
Region 5,Zone 10,12142,TestDrive,Car,CL500,HAB,GREY,23/8/2022,,,Installment,
Region 5,Zone 10,12142,TestDrive,Car,CL500,HAB,GREY,23/8/2022,,,Cash,
Region 1,Zone 02,10140,e-Quotation,Passenger,SL-Class,BAD,WHITE,20/6/2022,30/10/2022,30/10/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16102,Line,Car,CLK Coupe,HAA,BLACK,21/6/2022,7/9/2022,7/9/2022,Cash,"5,500,000.00"
Region 1,Zone 02,10140,TestDrive,Car,CL500,HAB,BLACK,11/7/2022,,,Installment,
Region 2,Zone 03,10147,TestDrive,Car,CLK Coupe,HAB,WHITE,17/6/2022,22/10/2022,22/10/2022,Cash,"5,500,000.00"
Region 6,Zone 11,14125,TestDrive,Passenger,C-Class,TAA,WHITE,26/7/2022,5/8/2022,5/8/2022,Cash,"6,000,000.00"
Region 4,Zone 08,16130,TestDrive,Car,CLK Coupe,HAB,WHITE,20/6/2022,30/7/2022,4/8/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10,Website,Car,CLK Coupe,HAA,WHITE,15/6/2022,9/7/2022,9/7/2022,Installment,"5,500,000.00"
Region 6,Zone 11,14125,TestDrive,Car,CL500,HAB,BLACK,8/7/2022,9/7/2022,9/7/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10119,Chat,Car,CLK Coupe,HAB,WHITE,28/8/2022,13/9/2022,16/9/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10,Website,Car,CLK Coupe,HAB,BLACK,15/6/2022,,,Cash,
Region 3,Zone 05,10167,Website,Passenger,SL-Class,BAB,GREY,16/6/2022,,,Cash,
Region 3,Zone 05,10128,TestDrive,Car,CLK Coupe,TAB,WHITE,8/7/2022,,,Installment,
Region 2,Zone 03,10,Website,Car,CLK Coupe,HAB,BLACK,16/6/2022,,,Cash,
Region 2,Zone 03,10,Website,Car,CLK Coupe,HAB,WHITE,30/6/2022,,,Cash,
Region 3,Zone 06,10143,TestDrive,Car,CLK Coupe,HAA,BLUE,17/6/2022,,,Cash,
Region 4,Zone 07,11112,TestDrive,Car,CLK Coupe,HAA,WHITE,16/6/2022,6/8/2022,6/8/2022,Installment,"5,500,000.00"
Region 2,Zone 04,10161,TestDrive,Car,CLK Coupe,HAB,WHITE,3/8/2022,5/8/2022,5/8/2022,Installment,"5,500,000.00"
Region 4,Zone 08,16118,e-Quotation,Car,CLK Coupe,HAB,BLACK,19/6/2022,10/8/2022,10/8/2022,Installment,"5,500,000.00"
Region 6,Zone 11,14117,TestDrive,Car,CLK Coupe,HAB,WHITE,15/6/2022,,,Cash,
Region 2,Zone 03,10122,Chat,Car,CLK Coupe,HAB,WHITE,28/8/2022,13/9/2022,16/9/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10148,TestDrive,Car,CLK Coupe,HAA,WHITE,22/7/2022,29/8/2022,29/8/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10137,Chat,Passenger,SL-Class,BAC,BLACK,2/7/2022,29/7/2022,29/7/2022,Cash,"4,100,000.00"
Region 6,Zone 11,14118,TestDrive,Car,CLK Coupe,HAA,WHITE,25/6/2022,10/9/2022,14/9/2022,Cash,"5,500,000.00"
Region 3,Zone 06,16131,Website,Car,CLK Coupe,TAC,WHITE,1/8/2022,3/8/2022,15/8/2022,Installment,"5,500,000.00"
Region 6,Zone 12,13126,e-Quotation,Car,CLK Coupe,HAA,GREY,27/6/2022,,,Cash,
Region 4,Zone 07,11123,Chat,Car,CLK Coupe,HAB,WHITE,20/6/2022,,,Installment,
Region 3,Zone 05,10167,TestDrive,Car,CL500,HAC,GREY,15/7/2022,3/8/2022,5/8/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10122,TestDrive,Car,CLK Coupe,HAB,BLACK,20/6/2022,,,Installment,
Region 3,Zone 06,10126,TestDrive,Car,CLK Coupe,HAA,WHITE,5/7/2022,9/7/2022,13/7/2022,Cash,"5,500,000.00"
Region 6,Zone 11,14101,Chat,Car,CLK Coupe,TAC,WHITE,9/7/2022,6/8/2022,6/8/2022,Cash,"5,500,000.00"
Region 2,Zone 04,14129,TestDrive,Passenger,SL-Class,BAD,WHITE,20/6/2022,30/10/2022,30/10/2022,Installment,"4,100,000.00"
Region 3,Zone 05,16117,TestDrive,Passenger,SL-Class,BAB,GREY,19/8/2022,30/8/2022,30/8/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10108,Website,Car,CLK Coupe,TAB,GREY,20/6/2022,31/8/2022,,Installment,"5,500,000.00"
Region 1,Zone 02,10125,TestDrive,Car,CLK Coupe,HAB,BLACK,22/6/2022,,,Cash,
Region 3,Zone 06,10132,TestDrive,Passenger,E-Class,HAB,BLACK,3/9/2022,9/9/2022,9/9/2022,Installment,"4,500,000.00"
Region 6,Zone 13,13120,TestDrive,Car,CLK Coupe,HAB,BLACK,5/7/2022,,,Installment,
Region 4,Zone 07,11120,Website,Car,CLK Coupe,HAB,WHITE,18/6/2022,1/7/2022,1/7/2022,Cash,"5,500,000.00"
Region 5,Zone 09,12114,TestDrive,Car,CLK Coupe,HAB,GREY,21/6/2022,1/11/2022,1/11/2022,Cash,"5,500,000.00"
Region 1,Zone 02,10118,Website,Passenger,SL-Class,BAA,BLACK,30/6/2022,9/7/2022,9/7/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11107,TestDrive,Passenger,SL-Class,BAA,GREY,11/10/2022,,,Installment,
Region 5,Zone 10,12113,TestDrive,Car,CLK Coupe,HAB,BLACK,20/6/2022,9/7/2022,9/7/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10,TestDrive,Car,CLK Coupe,HAB,RED,21/8/2022,,,Cash,
Region 4,Zone 07,11123,TestDrive,Car,CLK Coupe,HAB,BLACK,27/6/2022,27/6/2022,27/6/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10137,TestDrive,Passenger,SL-Class,BAA,GREY,18/6/2022,28/6/2022,28/6/2022,Installment,"4,100,000.00"
Region 3,Zone 06,20110,TestDrive,Passenger,SL-Class,BAC,GREY,31/10/2022,31/10/2022,,Cash,"4,100,000.00"
Region 3,Zone 05,10167,TestDrive,Car,CLK Coupe,HAB,BLACK,6/7/2022,9/7/2022,9/7/2022,Installment,"5,500,000.00"
Region 4,Zone 07,11119,TestDrive,Passenger,SL-Class,BAC,WHITE,17/6/2022,18/7/2022,18/7/2022,Cash,"4,100,000.00"
Region 1,Zone 02,20109,TestDrive,Car,CLK Coupe,HAB,BLACK,17/6/2022,17/6/2022,17/6/2022,Cash,"5,500,000.00"
Region 3,Zone 05,10167,TestDrive,Car,CL500,HAC,WHITE,28/6/2022,29/7/2022,29/7/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11127,Chat,Passenger,SL-Class,BAC,WHITE,1/8/2022,30/9/2022,30/9/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11106,TestDrive,Car,CLK Coupe,HAB,WHITE,21/6/2022,31/10/2022,,Installment,"5,500,000.00"
Region 4,Zone 08,13129,TestDrive,Car,CLK Coupe,HAB,RED,16/6/2022,,,Cash,
Region 2,Zone 03,10136,Chat,Passenger,SL-Class,BAC,GREY,17/7/2022,31/10/2022,1/11/2022,Installment,"4,100,000.00"
Region 4,Zone 08,13129,TestDrive,Car,CLK Coupe,HAB,WHITE,16/6/2022,25/6/2022,25/6/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10,TestDrive,Car,CLK Coupe,HAA,SILVER,18/6/2022,30/9/2022,30/9/2022,Installment,"5,500,000.00"
Region 4,Zone 07,11107,Chat,Car,CLK Coupe,HAA,WHITE,22/8/2022,,,Cash,
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAC,WHITE,16/6/2022,31/8/2022,16/9/2022,Cash,"4,100,000.00"
Region 5,Zone 10,12102,TestDrive,Car,CLK Coupe,HAA,WHITE,7/7/2022,29/7/2022,11/8/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10136,Chat,Passenger,SL-Class,BAA,WHITE,21/6/2022,13/7/2022,13/7/2022,Installment,"4,100,000.00"
Region 3,Zone 06,10149,TestDrive,Car,CL500,HAB,WHITE,30/6/2022,,,Installment,
Region 2,Zone 03,10106,TestDrive,Car,CLK Coupe,HAB,BLACK,12/7/2022,,,Installment,
Region 6,Zone 13,13124,TestDrive,Car,CL500,HAC,GREY,20/6/2022,,,Cash,
Region 2,Zone 03,10119,Website,Car,CL500,HAA,WHITE,6/7/2022,,,Cash,
Region 1,Zone 02,10140,Chat,Car,CLK Coupe,HAB,GREY,27/6/2022,,,Cash,
Region 2,Zone 03,10,Website,Car,CL500,HAC,BLACK,17/6/2022,,,Cash,
Region 4,Zone 07,11116,TestDrive,Car,CLK Coupe,TAC,WHITE,4/8/2022,22/8/2022,29/8/2022,Cash,"5,500,000.00"
Region 2,Zone 03,20107,Chat,Car,CLK Coupe,HAA,WHITE,15/7/2022,,,Cash,
Region 3,Zone 05,10137,Chat,Car,CLK Coupe,HAB,WHITE,15/10/2022,,,Cash,
Region 3,Zone 05,10128,TestDrive,Car,CLK Coupe,HAB,RED,25/8/2022,29/8/2022,5/9/2022,Installment,"5,500,000.00"
Region 4,Zone 08,16138,Website,Car,CLK Coupe,TAA,BLUE,4/7/2022,,,Cash,
Region 6,Zone 11,14117,TestDrive,Car,CL500,HAA,GREY,21/6/2022,,,Installment,
Region 6,Zone 11,14120,TestDrive,Car,CL500,HAA,GREY,21/6/2022,,,Installment,
Region 1,Zone 01,16123,TestDrive,Car,CLK Coupe,HAA,WHITE,30/7/2022,24/8/2022,29/8/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10122,TestDrive,Car,CLK Coupe,HAA,WHITE,30/7/2022,24/8/2022,29/8/2022,Cash,"5,500,000.00"
Region 3,Zone 05,20104,Website,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16103,Chat,Car,CLK Coupe,HAB,WHITE,13/9/2022,,,Cash,
Region 6,Zone 13,13127,Chat,Car,CLK Coupe,HAB,WHITE,24/6/2022,4/11/2022,4/11/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10104,TestDrive,Car,CLK Coupe,HAB,WHITE,8/7/2022,,,Installment,
Region 2,Zone 03,10104,TestDrive,Car,CLK Coupe,HAB,WHITE,6/7/2022,1/8/2022,1/8/2022,Cash,"5,500,000.00"
Region 3,Zone 06,10143,Chat,Car,CLK Coupe,HAB,WHITE,10/9/2022,15/9/2022,15/9/2022,Cash,"5,500,000.00"
Region 3,Zone 06,10132,TestDrive,Car,CLK Coupe,HAA,WHITE,6/8/2022,,,Installment,
Region 4,Zone 07,11106,e-Quotation,Car,CLK Coupe,HAB,BLACK,2/7/2022,,,Installment,
Region 2,Zone 04,10162,TestDrive,Car,CL500,HAC,GREY,15/7/2022,3/8/2022,5/8/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12103,TestDrive,Car,CLK Coupe,HAB,WHITE,30/6/2022,1/8/2022,1/8/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10167,Chat,Car,CLK Coupe,HAB,BLACK,20/6/2022,16/7/2022,18/7/2022,Cash,"5,500,000.00"
Region 1,Zone 01,16133,TestDrive,Car,CLK Coupe,HAB,BLACK,17/6/2022,,,Cash,
Region 2,Zone 03,10148,TestDrive,Passenger,E-Class,HAB,GREY,7/7/2022,8/8/2022,8/8/2022,Cash,"4,500,000.00"
Region 1,Zone 01,16133,TestDrive,Passenger,E-Class,HAB,GREY,7/7/2022,8/8/2022,8/8/2022,Cash,"4,500,000.00"
Region 2,Zone 04,14111,TestDrive,Car,CLK Coupe,HAB,BLACK,23/6/2022,15/7/2022,19/7/2022,Installment,"5,500,000.00"
Region 3,Zone 06,20110,TestDrive,Passenger,SL-Class,BAC,GREY,31/10/2022,31/10/2022,,Installment,"4,100,000.00"
Region 3,Zone 06,10149,Chat,Passenger,SL-Class,BAC,WHITE,3/8/2022,30/9/2022,4/10/2022,Cash,"4,100,000.00"
Region 3,Zone 06,10126,Chat,Passenger,SL-Class,BAC,WHITE,3/8/2022,30/9/2022,4/10/2022,Installment,"4,100,000.00"
Region 1,Zone 02,10140,Chat,Passenger,SL-Class,BAC,BLACK,10/7/2022,25/9/2022,25/9/2022,Cash,"4,100,000.00"
Region 6,Zone 13,13101,TestDrive,Car,CLK Coupe,HAB,RED,14/7/2022,30/7/2022,30/7/2022,Cash,"5,500,000.00"
Region 1,Zone 01,10166,Chat,Car,CLK Coupe,HAA,WHITE,2/9/2022,,,Installment,
Region 3,Zone 06,10132,TestDrive,Car,CL500,HAB,GREY,22/7/2022,29/7/2022,31/7/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10167,Chat,Car,CL500,HAA,WHITE,27/6/2022,,,Cash,
Region 6,Zone 13,13101,TestDrive,Car,CLK Coupe,HAB,BLACK,21/6/2022,23/8/2022,23/8/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAA,GREY,17/6/2022,1/7/2022,1/7/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10121,TestDrive,Car,CLK Coupe,HAA,SILVER,20/6/2022,29/8/2022,2/9/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11119,TestDrive,Passenger,SL-Class,BAA,SILVER,20/6/2022,30/9/2022,30/9/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10,TestDrive,Car,CLK Coupe,TAB,WHITE,8/10/2022,31/10/2022,5/11/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11106,TestDrive,Passenger,SL-Class,BAA,GREY,18/6/2022,18/8/2022,18/8/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10119,TestDrive,Car,CLK Coupe,HAB,WHITE,29/10/2022,31/10/2022,31/10/2022,Installment,"5,500,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CLK Coupe,TAC,WHITE,21/6/2022,5/7/2022,5/7/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10148,TestDrive,Car,CLK Coupe,HAB,WHITE,23/6/2022,25/6/2022,25/6/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAA,GREY,17/6/2022,22/8/2022,23/8/2022,Cash,"4,100,000.00"
Region 1,Zone 01,16146,TestDrive,Car,CLK Coupe,TAA,WHITE,6/10/2022,,,Installment,
Region 4,Zone 08,13129,TestDrive,Passenger,SL-Class,BAA,BLACK,17/6/2022,10/9/2022,10/9/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10104,TestDrive,Car,CLK Coupe,HAB,SILVER,6/10/2022,,,Cash,
Region 3,Zone 05,20104,TestDrive,Car,CLK Coupe,HAA,BLACK,14/7/2022,24/8/2022,24/8/2022,Cash,"5,500,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CLK Coupe,HAB,BLACK,19/6/2022,19/7/2022,19/7/2022,Cash,"5,500,000.00"
Region 3,Zone 05,16135,Chat,Car,CLK Coupe,HAB,WHITE,23/6/2022,11/10/2022,11/10/2022,Cash,"5,500,000.00"
Region 3,Zone 05,16117,Chat,Car,CLK Coupe,HAB,WHITE,23/6/2022,11/10/2022,11/10/2022,Cash,"5,500,000.00"
Region 3,Zone 05,20104,Chat,Car,CLK Coupe,HAB,WHITE,23/6/2022,11/10/2022,11/10/2022,Cash,"5,500,000.00"
Region 3,Zone 05,20112,Chat,Car,CLK Coupe,HAB,WHITE,23/6/2022,11/10/2022,11/10/2022,Cash,"5,500,000.00"
Region 3,Zone 06,10112,Chat,Car,CLK Coupe,HAB,WHITE,23/6/2022,11/10/2022,11/10/2022,Installment,"5,500,000.00"
Region 3,Zone 05,10146,Chat,Car,CLK Coupe,HAB,WHITE,23/6/2022,11/10/2022,11/10/2022,Installment,"5,500,000.00"
Region 5,Zone 09,12107,TestDrive,Car,CLK Coupe,HAB,WHITE,17/6/2022,16/7/2022,16/7/2022,Installment,"5,500,000.00"
Region 2,Zone 04,10165,TestDrive,Car,CLK Coupe,HAB,GREY,17/6/2022,31/10/2022,31/10/2022,Cash,"5,500,000.00"
Region 3,Zone 05,10130,TestDrive,Car,CLK Coupe,HAB,WHITE,20/6/2022,19/7/2022,21/7/2022,Installment,"5,500,000.00"
Region 1,Zone 02,10118,e-Quotation,Car,CLK Coupe,HAB,BLACK,5/7/2022,,,Cash,
Region 1,Zone 02,10118,Chat,Car,CL500,HAC,WHITE,8/7/2022,,,Cash,
Region 2,Zone 03,10,TestDrive,Car,CLK Coupe,TAC,SILVER,30/8/2022,5/9/2022,5/9/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAB,GREY,18/6/2022,10/9/2022,10/9/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14118,TestDrive,Car,CL500,HAB,GREY,22/6/2022,25/6/2022,28/6/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14123,TestDrive,Car,CLK Coupe,TAC,BLACK,12/7/2022,16/7/2022,16/7/2022,Cash,"5,500,000.00"
Region 1,Zone 02,10155,TestDrive,Car,CL500,HAB,GREY,22/7/2022,29/7/2022,31/7/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10,TestDrive,Car,CLK Coupe,HAB,BLACK,25/8/2022,,,Installment,
Region 3,Zone 06,10112,TestDrive,Car,CLK Coupe,HAB,WHITE,18/6/2022,14/8/2022,30/8/2022,Cash,"5,500,000.00"
Region 3,Zone 06,10154,TestDrive,Passenger,SL-Class,BAA,WHITE,6/10/2022,31/10/2022,31/10/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10152,TestDrive,Car,CL500,HAC,WHITE,27/6/2022,,,Cash,
